0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Government public relations,Governmental communication,Public relations department,Public relations history,Thai public relations,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymity,Commitment,Dreyfus,Education,Kierkegaard,Press,Public,Rationality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADASIL,Case report,Cerebral microbleeds,Homozygous p. Arg558Cys,NOTCH3 gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breeding management,Chilled milt,GnRH analog,Tilapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argonaute proteins,cis-Regulatory elements,Hallmark of cancer,Mononucleotide A-T repeats,Universal target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand behaviour,Brand education,Generational differences,Internal branding,Salespeople,Tenure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Learning,MHC epitope prediction,Recurrent neural networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bipolar disorder,major depressive disorder,mood disorders,paraoxonase 1,quality of life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of origin,mixed method,organic food,thailand,trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food provider,Health care,Hospital management,Medical center,Nutrition,Service error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atazanavir,CYP3A5 6986A>G,plasma concentrations,polymorphisms,ritonavir,SLCO1B1 521T>C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allosteric modulation,amperometric biosensing,enzyme electrodes,mediated electron transfer,NADH oxidation,para-hydroxyphenylacetate,redox polymers,urinary disease biomarker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electrochemical sensors,folding paper,microfluidic,paper-based devices,sequential fluid delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B virus,Hepatocellular carcinoma,NTCP,Polymorphism,Susceptibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandgap engineering,CO2reduction,Hydrogen production,Metal and non-metal dopants,Photocatalytic air purification,TiO2nanostructures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluminum,Framework incorporation,Mechanochemistry,Mesoporous materials,Selective oxidations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dietary fiber,fermentable fiber,metabolic syndrome,Resistant maltodextrin,SCFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first trimester,intrauterine growth restriction,placental volume,predictive value,Preeclampsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-arylbenzofuran,Artocarpus gomezianus,Moraceae,α-glucosidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood disorder,iron deficiency,nutrition,thalassemia,women’s health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipocytes,Adipogenesis,Clitoria ternatea extract,Inhibition,Lipolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrochemistry,Janus,Microfluidic paper-based analytical device,Paper-based analytical device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Losses,Monte-Carlo Methode,Power Quality,Power System Faults,Voltage Sag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building energy management system,decision tree,energy consumption,K-means clustering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bed expansion,Circulating turbulent fluidized bed regime (CTFB),Flow regime diagram,Gas – solid fluidization,Multi-phase flow,Regime mapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogas tri-reforming,CO2recirculation ratio,CO2removal,CO2utilization,DME synthesis,H2O removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1. Type-II quantum nanostructures,A3. Self-assembled nanostructures,B2. InSb/InAs,B3. Mid-IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azobenzene,Chromium(III) ion,Diaza-18-crown-6,Naked-eye sensor,Tautomerization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabrics/textiles,Fibre/matrix bond,Finite element analysis (FEA),Layered structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADK,FBXL4,Intellectual disability,UNC 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
component,customer satisfaction (CS),hotel service quality,improvement performance analysis (IPA),quality measurements,SERVQUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHP method,component,design of experiment (DOE),multi-criteria decision making,process enhancement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(R,Q) policy,ABC analysis,demand forecasting technique,inventory management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automatic inspection system,automobile pointer inspection,image processing,industrial 4.0,machine vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC classification,re-designed layout,warehouse,warehouse management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5D innovation development process,adoption,customer satisfaction,motor insurance,Quality Function Deployment (QFD),Technology Acceptance Model (TAM),telematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Engineering,Demonstrations,Hands-On Learning/Manipulatives,Industrial Chemistry,Kinetics,Mechanisms of Reactions,Organic Chemistry,Transport Properties,Upper-Division Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,Muons,Physics,Zprime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combination,Differential cross sections,Higgs boson coupling modifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,MET,Physics,Tau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbazole derivatives,Colorimetric sensor,Deprotonation,Fluoride detection,Optimization of solvent polarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid recovery,Composite membranes,Ion transportation,Plant waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deforestation,highland,Incentive scheme,maize farming,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crohns disease,natural history,perianal fistula,rectovaginal fistula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernese,GNSS,Ionosphere model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-national comparison,Learning-centered leadership,teacher agency,teacher professional learning,teacher trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Board of directors,firm’s performance,governance mechanism,state enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hexagonal boron nitride,phase-change materials,polaritons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College graduate,CSR typology,Recruiting,Work values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60F05,Combinatorial central limit theorem,Exchangeable pair,Rosenthal inequality,Steins method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
health education,hypertension,information technology integrated health education program,randomized controlled trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blind percutaneous renal biopsy,efficacy of renal biopsy,native renal biopsy,real-time ultrasound-guided percutaneous renal biopsy,transplant renal biopsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriarchy ideology,Representation,Single women,Thai romantic comedy films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEMS,BESS,IEEE1888 open protocol,implementation,Peak-load shaving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC microgrid,Battery Energy Storage System (BESS),inverter control methodology,resynchronization,seamless transfer,virtual synchronous generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident prevention,Communication networks,Communication system control,Lighting,Lighting control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Segmentation,Thailand,Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood cell morphology,Estuarine fishes,Estuary pranburi river,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box- behnken design,Cation exchange capacity,Coal fly ash,Response surface methodology,Zeolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decolorization,Dye wastewater treatment,Fenton process,Reactive black 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlSb,Heterostructure,InSb,Molecular Beam Epitaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germ cells,Hemiramphidae,Histology,Reproductive system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiac patients,Depression,Instrument,Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amylose,Carbon nanotube,Molecular dynamics simulation,Nanocomposite materials,Polypropylenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassava leaf,Cassava leaf harvest,Cassava leaf supply chain,Sustainable agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer’s disease,Amyloid-β aggregation,Clerodendrum inerme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMI,Malaria,Obesity,Plasmodium falciparum,Severity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arterial stiffness,Endothelial dysfunction,Flow-mediated dilatation,Intima-media thickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-rtPA intracerebral hemorrhage,Predicting,Risk scores,Stroke,Thai patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon cancer,Colonoscopy,Epidemiology,Ethnicity,Polyps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural Are,Groundwater,Nitrate,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circumstellar matter,infrared planetary systems,planets and satellites dynamical evolution and stability,stars individual (2MASS J08090250-4858172,2MASS J07354269-1450422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadron-Hadron scattering (experiments),Higgs physics,Tau Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big data,Business performance,Industry 4.0,IoT,Smart factory,SMEs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyanobacteria,heterologous expression,mycosporine-2-glycine,mycosporine-like amino acids,oxidative stress,Synechococcus elongatus PCC7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyles flying fox,MaxEnt,patch metrics,roosting site selection,species distribution modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerobic Gram-negative bacilli,antibiotic susceptibility,extended spectrum beta-lactamase,HAART medication,HIV positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adherence,children,HIV/AIDS,Kenya,South Africa,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Symmetries,Field Theories in Lower Dimensions,Lattice Quantum Field Theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oleaginous microorganism,Physiology,Yeast-like microalga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drought,Drought risk,Fuzzy AHP,Land use,Triangular fuzzy numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-hydroxy-2′-deoxyguanosine,Biochemistry,Blood leukocytes,Knee osteoarthritis,LINE-1 methylation,Molecular biology,Oxidative stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grave’s disease,hyperthyroidism,lithium carbonate,radioiodine,rapid turnover,treatment outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Holes,Space-Time Symmetries,String Duality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus fumigatus,Cell wall,Chitin,Pathogenesis,Trehalose,Virulence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16S rRNA gene,Actinomycetes,Hot spring soil,Micromonospora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdS-CFT Correspondence,Conformal and W Symmetry,Conformal Field Theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward physics,Hadron-Hadron scattering (experiments),Heavy-ion collision,Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental science,Hydrology,Natural Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid Blue 25,Bengal gram fruit shell,Biosorption,Cetyltrimethylammonium bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid Blue 25,Adsorption,Wastewater,Zeolite,Zeolite-CTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avicennia alba,eastern Thailand,seasonal soil salinity,seasonal trunk growth,tropical monsoon climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fasting plasma glucose,Glycosylated hemoglobin,Type-2 diabetic patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comorbidities,Pain parameters,Questionnaires,Regression analysis,TMD pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elderly,Emergency surgery,risk factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-fouling,Boron-doped diamond (BDD),Palladium nanoparticles (PdNPs),UHPLC-ECD,β-Agonists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antimicrobial activity,biological activity,gas chromatography,Globba schomburgkii,plant extracts,terpenoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic kidney disease,Growth disorders,Pediatrics,Posterior urethral stricture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computed tomography,Endoscopic sinus surgery,Histopathology,Nasal polyps,Osteitis,Rhinosinusitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caveolin-1,Chrysotobibenzyl,Integrin,Lung cancer,Metastasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECP,endocyclophotocoagulation,endoscopic cyclophotocoagulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compressive force,periodontal ligament,POSTN,stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
computed tomography-guided biopsy,lung biopsy,older adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exome sequencing,female-restricted X-linked syndromic,intellectual disability,intellectual disability,multiple anomalies,USP9X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gene expression,Jagged1,microarray,periodontal ligament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choline,Folic acid,Laying hens,Phosphatidylcholine,Phosphatidylethanolamine,Vitamin B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMIN,radiotherapy-induced trismus,reliability,responsiveness,validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amino acid transporters,Glucose transporters,Intestinal adaptation,Low birthweight,Normal birthweight,Small intestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio-oil,Biomass,Drop-tube pyrolyzer,Fast pyrolysis,Pongamia pinnata,Py-GCMS,ZSM-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Dimensional materials,Diamondized bilayer graphene,Vibrational analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fly ash,Jatropha,Pyrolysis,ZSM-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcitonin,Immunohistochemistry,Neuroendocrine cells,Thyroglossal duct,Thyroglossal duct cyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood loss,morphine consumption,postoperative pain,total knee arthroplasty,tranexamic acid,TXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caffeine,Coffee bean cracking,Fatty acids,GC\u202f×\u202fGC,Lipids,Solid phase XAD-2 extraction,Sterols,SVOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common-pool resources,Community forestry,Deforestation,Joint ownership,Property rights,The environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergen-specific T cells,antigen-specific immunotherapy,house dust mite allergy,Treg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV network,PV rooftops,scheduling of BESS,siting of BESS,sizing of BESS,voltage management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drug policy,health technology assessment,Thailand,universal health coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd transport,Contaminated soil,HYDRUS-1D,Pore water velocity,Salinity levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoimmune encephalitis,NMDAR,Pediatric encephalitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrotreatment,NiCu catalyst,Pyrolysis oil,SBA-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol ethoxylate,Laundry detergency,Methyl palmitate,Solid nonparticulate soil,Waxy soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose paper,DFT,pH sensor paper,rhodamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anorectal Disease,Mechanism,Neuromodulation Therapy,Pathophysiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canine,influenza,serology,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anterior skull base,Endoscopic sinus surgery,Endoscopic skull base surgery,Sinus anatomy,Skull base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anterior ethmoidal artery,Cribriform plate,Ethmoid cell,Skull base,Suprabullar cell,Supraorbital ethmoid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatocellular carcinoma,PNPLA3,Polymorphisms,TM6SF2,Viral hepatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botulinum toxin,congenital torticollis,outcome assessment,physical therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiposity,human milk,metabolic outcomes,premature infants,SGA infants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adsorption mechanism,Haloacetonitrile,Hydrophilicity,Ion-dipole electrostatic interaction,Porous structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gender,Human capital,Intergenerational exchanges,Older persons contribution,Southeast Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energy-conversion technology,heat or cold source,individual power source,innovative TEG-based charger,portable electronics,Thermoelectric generator (TEG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angiographic treatment,embolisation,endoscopic treatment,peptic ulcer bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic performance,EEG,elderly,risk factors,seizures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogeneity,Grandparenting,Health,Instrumental variable,Older adults,Role strain theory,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academics,Communication,Education,Integrated marketing communications,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosols,bacteria,fungi,mycobacterium,particulate matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antitubercular agents,drug-induced liver disease,hepatitis,liver cirrhosis,risk factors,tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elderly,Quality of life,Reliability,Validity,Vietnam,WHOQOL-OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon nanohorns,Hydrogenation,Methyl levulinate,Ni catalyst,γ-Valerolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sex work,Thailand,unacceptable forms of work,working conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antenatal care,Nigeria,Postnatal care,Pregnant women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color transition,Dissociation,Polydiacetylene,Self-assembling,Sensor,Surface charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convolutional neural networks,Electroencephalogram,Emotion,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defined benefit,Heterogeneity,optimal asset allocation,pension,stochastic control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations,fundamental solution,layered medium,poroelasticity,seabed,soil–structure interaction,vibrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anionic drug,Deproteinized natural rubber,Electrical potential,Plasticizer,Transdermal drug delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT-NMR,Lichen,Norlichexanthone,Parmotrema,Xanthone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance assistance device,Control moment gyroscopes,Limit of stability,Sway fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attention,Dual-task,Emotion,Oddball,P3,Three-dimensional (3D),Two-dimensional (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cationic polymer,fluorimetric assay,quantum dot,quenching,zinc oxide quantum dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioreactor,Endogenous enzymatic hydrolysis,Oxyresveratrol,Phytostilbenoids,White mulberry cell culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biodiesel,Bioethanol,Municipal wastewater,Open raceway pond,Synechocystis PCC6803,Tungstated zirconia catalyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic fatigue syndrome,Endotoxin tolerance,Inflammation,Mitochondria,Myalgic encephalomyelitis,Oxidative and nitrosative stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1. magnetic fields,A1. Raman spectroscopy,A3. nano-stripes,B1. InSb/GaSb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3. Molecular beam epitaxy,A3. Self-assembled quantum dots,A3. Stacking,B1. GaSb/GaAs,B1. InAs/GaAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ge substrate,InSb/GaAs,Molecular beam epitaxy,Quantum dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisotropic materials,BIEM,Crack-face displacement,Cracks,T-stress,Weakly singular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrochemical sensor,Mesoporous,Tin oxide (SnO2) cocatalyst,Titanium dioxide (TiO2),Vitamin B6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1 cells,Immune,Inflammation,Natural IgM,Oxidative stress,Psychiatry,Psychosis,Schizophrenia,TRYCATs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronic properties,First-principles calculations,Shear strength,Strengthening,Tension strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,Fertilizer spreader,Obstacle avoidance,Path following,PIXHAWK,RTK GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMR,LoRaWAN,OMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knee osteoarthritis,Periarticular multimodal drug injection,Preemptive analgesia,Simultaneous bilateral total knee arthroplasty,Total knee arthroplasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk perception,Thailand tourism,tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convolutional Neural Networks,Ensemble,Long Short-Term Memory,Stacked Autoencoder,Traffic Prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,Correlation,Flow,Heavy flavor,Heavy-ion physics,pPb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higgs,WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chitosan/alginate nanoparticles,Curcumin,LED light,Photo-irradiation,Psoriasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antituberculosis activity,Mangosteen extracts,Medical face mask,Polypropylene filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward osmosis,Modeling,Organic acid,Sensitivity analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyslipidemia,HIV,Resource limited setting,Rilpivirine,Switching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetic acid,Ceria,Cobalt,Nickel,Steam reforming,Zirconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high pressure homogenization; characterization,nanostructured lipid carriers; amphotericin B,Solid lipid nanoparticles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
children,cypermethrin,dermal exposure,risk assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,freshwater,Laos,museum collection,snails,Taxonomy,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood cholinesterase,dermal exposure,greengrocer,health symptom,pesticide residue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antioxidant,Dendrobium palpebrae,dendroflorin,Orchidaceae,phenanthrene dimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arterial occlusive diseases,outcome,percutaneous coronary intervention,randomized controlled trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depression,Patient selection,Patient-reported measures,Peritoneal dialysis,Quality of life,Surveys and questionnaires,Technique survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficus consociata,flavanone diglycoside,flavonol glycoside,phaseic acid derivative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hen egg,LDL-oxidation,Lipoprotein profiles,Quail egg,Small dense LDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decriminalisation,Drugs,Policy,Regulation,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copper oxide nanorods,electrochemical sensor,metal oxide based sensor,organophosphate,pesticide detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free chlorine,GFET,Graphene,I-V Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidney transplantation,Malignancy,Meta-analysis,Post-transplant malignancy,Renal cell carcinoma,Systematic reviews,Transplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunocompromised Patients,Intestinal Parasites,Opportunistic Parasitic Infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Cost of illness,Disease burden,Hospital nursing staff,Mental disorders,Nurses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-inflammatory activity,Chicken feather meal,Macrophage RAW 264.7,Nitric oxide,Polypeptide,Protein hydrolysate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apache spark,component,data stream processing,heterogeneous data,multi-stream,real-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coping strategies,Methamphetamines,Path analysis,Psychotic symptoms,Schizophrenia,Self-efficacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
